,grad_loss,value_loss,psnr,ssim,lr
0,85.0689697265625,1.5981804132461548,46.09454546107593,-0.3399301298715759,0.01
500,0.2815721333026886,0.21677523851394653,54.77070706254369,0.759210901378138,0.01
1000,0.06877052038908005,0.21681857109069824,54.769838884502036,0.7640653699487109,0.01
