,grad_loss,value_loss,psnr,ssim,lr
0,272.48504638671875,1.1054415702819824,47.69544568537947,-0.11353241467627409,0.01
500,23.3538818359375,0.6754359006881714,49.834961857146595,-0.3662093081497321,0.01
1000,18.863666534423828,0.6363232731819153,50.09402548677764,-0.345198522617873,0.01
