,grad_loss,value_loss,psnr,ssim,lr
0,1074.770263671875,0.9657531976699829,48.28214206679082,-0.00584252780948311,0.01
500,484.02337646484375,0.0038613881915807724,72.26336900959629,0.8532536369677347,0.01
1000,356.3406982421875,0.002127201296389103,74.85271771138031,0.9076135441307414,0.01
