,grad_loss,value_loss,psnr,ssim,lr
0,959.0755615234375,0.7273445129394531,49.5134021174395,-0.08840314134347158,0.01
500,384.58831787109375,0.0038179007824510336,72.31255717089887,0.8709942903715332,0.01
1000,15880.61328125,0.018521109595894814,65.4541339009048,0.63391183927901,0.01
