,grad_loss,value_loss,psnr,ssim,lr
0,1079.7611083984375,0.707263708114624,49.634989714327034,0.0033361622514390846,0.01
500,24.09540557861328,0.1660119593143463,55.929410100620245,0.35303143011786836,0.01
1000,18.712764739990234,0.15467101335525513,56.236714624601625,0.38889606729649656,0.01
