,grad_loss,value_loss,psnr,ssim,lr
0,3.669706106185913,0.0011914556380361319,77.37002469980064,0.8720448076762267,0.01
950,3.582472324371338,0.038424160331487656,62.284759501126636,0.7128902673009366,0.01
50,3.669706106185913,0.0011687359074130654,77.45363977869181,0.871464920799427,0.01
