,grad_loss,value_loss,psnr,ssim,lr
0,451.9501953125,0.3032112419605255,53.3133506439122,0.007742875046457227,0.01
500,1362.1072998046875,0.0024159448221325874,74.29993359369176,0.8765317753114636,0.01
1000,1641.264892578125,0.000667767075356096,79.88455341638937,0.9497077673791224,0.01
