,grad_loss,value_loss,psnr,ssim,lr
0,440.62921142578125,0.6921437978744507,49.72884048898444,0.05389555343805594,0.01
500,8.669096946716309,0.07751695811748505,59.23683618394658,0.6501696516476934,0.01
1000,5.096486568450928,0.07837638258934021,59.18895122160418,0.668397578967159,0.01
