,grad_loss,value_loss,psnr,ssim,lr
0,368.84613037109375,0.5524353981018066,50.70798824387546,0.03443280054883613,0.01
500,12.781037330627441,0.05162341147661209,61.00233683044578,0.6203215320211309,0.01
1000,8.064824104309082,0.0457279197871685,61.528988989410536,0.6570312379467909,0.01
