,grad_loss,value_loss,psnr,ssim,lr
0,332.490966796875,0.3220890164375305,53.05104463801628,-0.003649408451470127,0.01
500,2870.2578125,0.0011460622772574425,77.53872152089119,0.8989635261975111,0.01
1000,1799.6802978515625,0.00043737152009271085,81.72229837576569,0.9500071694680134,0.01
