,grad_loss,value_loss,psnr,ssim,lr
0,206.90316772460938,0.8702210187911987,48.73450801380832,-0.044070607721792575,0.01
500,70.9616470336914,0.0005925865843892097,80.40328544393178,0.8962052958077958,0.01
1000,60.280303955078125,0.0003928710357286036,82.1883036616935,0.9312699540783008,0.01
