,grad_loss,value_loss,psnr,ssim,lr
0,151.38916015625,0.2800765037536621,53.658036758263215,0.08210052225255883,0.01
500,53.50665283203125,0.0004610164323821664,81.49363982111957,0.9566468411727035,0.01
1000,110.90779113769531,0.0011207612697035074,77.63567256729424,0.9567572085280496,0.01
