,grad_loss,value_loss,psnr,ssim,lr
0,0.3139018416404724,0.00015402481949422508,86.25489639467254,0.9797012881173619,0.01
950,0.3405200242996216,0.21289968490600586,54.84905322550102,0.7540977230056961,0.01
50,0.3139018416404724,0.0001090921723516658,87.75286770873547,0.9825663285133703,0.01
