,grad_loss,value_loss,psnr,ssim,lr
0,301.8463134765625,0.5124537944793701,51.03425621747854,0.06594473933768287,0.01
500,7.590014457702637,0.23630836606025696,54.396012715270444,0.10766244096490535,0.01
1000,4.900051116943359,0.22272244095802307,54.65316394315152,0.1361332569842907,0.01
